Date,Year,Month,Region,Product,Channel,Customer_Segment,Units_Sold,Revenue_USD
2025-03-01,2025,3,APAC,Fixed Deposit / Savings Plan,Mobile App,Retail,660,61521.17
2025-04-01,2025,4,APAC,Fixed Deposit / Savings Plan,Mobile App,SME,691,66746.68
2025-05-01,2025,5,APAC,Fixed Deposit / Savings Plan,Web Platform,SME,674,60953.33
2025-06-01,2025,6,APAC,Fixed Deposit / Savings Plan,Web Platform,Retail,644,59552.63
2025-07-01,2025,7,APAC,Fixed Deposit / Savings Plan,Partner/Broker,SME,603,55194.75
2025-08-01,2025,8,APAC,Fixed Deposit / Savings Plan,Mobile App,Retail,717,70710.9
2025-09-01,2025,9,APAC,Fixed Deposit / Savings Plan,Web Platform,Retail,769,69466.45
2025-10-01,2025,10,APAC,Fixed Deposit / Savings Plan,Mobile App,Retail,787,77807.56
2025-11-01,2025,11,APAC,Fixed Deposit / Savings Plan,Web Platform,Mass Affluent,881,82525.95
2025-12-01,2025,12,APAC,Fixed Deposit / Savings Plan,Partner/Broker,SME,683,68374.68
2023-01-01,2023,1,APAC,Wealth Management (HNW),Partner/Broker,Retail,12,39088.6
2023-02-01,2023,2,APAC,Wealth Management (HNW),Mobile App,Retail,11,37607.22
2023-03-01,2023,3,APAC,Wealth Management (HNW),Partner/Broker,Private/HNW,13,41918.85
2023-04-01,2023,4,APAC,Wealth Management (HNW),Web Platform,Mass Affluent,12,41012.48
2023-05-01,2023,5,APAC,Wealth Management (HNW),Web Platform,Retail,12,41651.72
2023-06-01,2023,6,APAC,Wealth Management (HNW),Partner/Broker,SME,13,43783.43
2023-07-01,2023,7,APAC,Wealth Management (HNW),Mobile App,Retail,12,41594.74
2023-08-01,2023,8,APAC,Wealth Management (HNW),Mobile App,Retail,13,46232.38
2023-09-01,2023,9,APAC,Wealth Management (HNW),Mobile App,Retail,12,40483.66
2023-10-01,2023,10,APAC,Wealth Management (HNW),Web Platform,Mass Affluent,13,45010.44
2023-11-01,2023,11,APAC,Wealth Management (HNW),Web Platform,Mass Affluent,16,56549.92
2023-12-01,2023,12,APAC,Wealth Management (HNW),Mobile App,Retail,14,46407.3
2024-01-01,2024,1,APAC,Wealth Management (HNW),Mobile App,Retail,14,47731.47
2024-02-01,2024,2,APAC,Wealth Management (HNW),Web Platform,SME,15,54174.15
2024-03-01,2024,3,APAC,Wealth Management (HNW),Web Platform,Retail,16,52959.84
2024-04-01,2024,4,APAC,Wealth Management (HNW),Web Platform,SME,15,53933.5
2024-05-01,2024,5,APAC,Wealth Management (HNW),Partner/Broker,SME,17,60470.1
2024-06-01,2024,6,APAC,Wealth Management (HNW),Mobile App,Retail,16,57886.28
2024-07-01,2024,7,APAC,Wealth Management (HNW),Mobile App,Retail,16,56531.21
2024-08-01,2024,8,APAC,Wealth Management (HNW),Mobile App,Mass Affluent,17,56619.85
2024-09-01,2024,9,APAC,Wealth Management (HNW),Web Platform,Retail,17,56215.48
2024-10-01,2024,10,APAC,Wealth Management (HNW),Web Platform,Mass Affluent,15,48119.9
2024-11-01,2024,11,APAC,Wealth Management (HNW),Mobile App,Retail,14,49969.9
2024-12-01,2024,12,APAC,Wealth Management (HNW),Partner/Broker,Retail,17,62601.62
2025-01-01,2025,1,APAC,Wealth Management (HNW),Web Platform,Retail,17,59129.91
2025-02-01,2025,2,APAC,Wealth Management (HNW),Partner/Broker,SME,17,55604.26
2025-03-01,2025,3,APAC,Wealth Management (HNW),Partner/Broker,Retail,18,60585.57
2025-04-01,2025,4,APAC,Wealth Management (HNW),Partner/Broker,SME,19,61902.28
2025-05-01,2025,5,APAC,Wealth Management (HNW),Mobile App,SME,18,60738.22
2025-06-01,2025,6,APAC,Wealth Management (HNW),Web Platform,Retail,18,63157.25
2025-07-01,2025,7,APAC,Wealth Management (HNW),Mobile App,Retail,19,65317.97
2025-08-01,2025,8,APAC,Wealth Management (HNW),Partner/Broker,SME,18,63009.28
2025-09-01,2025,9,APAC,Wealth Management (HNW),Mobile App,Retail,19,59528.78
2025-10-01,2025,10,APAC,Wealth Management (HNW),Partner/Broker,Retail,20,64053.95
2025-11-01,2025,11,APAC,Wealth Management (HNW),Web Platform,SME,19,64213.28
2025-12-01,2025,12,APAC,Wealth Management (HNW),Mobile App,Mass Affluent,23,79052.09
2023-01-01,2023,1,LATAM,Personal Loan,Web Platform,Retail,179,26559.18
2023-02-01,2023,2,LATAM,Personal Loan,Partner/Broker,Retail,157,23103.8
2023-03-01,2023,3,LATAM,Personal Loan,Mobile App,Private/HNW,243,34729.24
2023-04-01,2023,4,LATAM,Personal Loan,Partner/Broker,Private/HNW,223,32382.59
2023-05-01,2023,5,LATAM,Personal Loan,Web Platform,SME,190,26713.66
2023-06-01,2023,6,LATAM,Personal Loan,Partner/Broker,SME,212,32546.72
2023-07-01,2023,7,LATAM,Personal Loan,Partner/Broker,Mass Affluent,187,28156.19
2023-08-01,2023,8,LATAM,Personal Loan,Mobile App,Retail,183,26030.9
2023-09-01,2023,9,LATAM,Personal Loan,Mobile App,Retail,206,31426.79
2023-10-01,2023,10,LATAM,Personal Loan,Mobile App,Mass Affluent,189,27346.24
2023-11-01,2023,11,LATAM,Personal Loan,Branch (Assisted),Retail,212,27912.24
2023-12-01,2023,12,LATAM,Personal Loan,Mobile App,Private/HNW,198,26853.76
2024-01-01,2024,1,LATAM,Personal Loan,Mobile App,Retail,241,34141.93
2024-02-01,2024,2,LATAM,Personal Loan,Web Platform,Mass Affluent,214,28792.62
2024-03-01,2024,3,LATAM,Personal Loan,Partner/Broker,Mass Affluent,263,37589.61
2024-04-01,2024,4,LATAM,Personal Loan,Mobile App,Mass Affluent,261,37593.79
2024-05-01,2024,5,LATAM,Personal Loan,Mobile App,Retail,212,30222.32
2024-06-01,2024,6,LATAM,Personal Loan,Web Platform,Mass Affluent,204,30011.1
2024-07-01,2024,7,LATAM,Personal Loan,Partner/Broker,SME,143,19521.88
2024-08-01,2024,8,LATAM,Personal Loan,Mobile App,Retail,221,31785.44
2024-09-01,2024,9,LATAM,Personal Loan,Mobile App,Retail,257,37613.86
2024-10-01,2024,10,LATAM,Personal Loan,Mobile App,SME,212,31898.75
2024-11-01,2024,11,LATAM,Personal Loan,Mobile App,Retail,219,33025.55
2024-12-01,2024,12,LATAM,Personal Loan,Branch (Assisted),Retail,249,34344.59
2025-01-01,2025,1,LATAM,Personal Loan,Mobile App,Retail,241,33510.57
2025-02-01,2025,2,LATAM,Personal Loan,Mobile App,SME,233,34685.06
2025-03-01,2025,3,LATAM,Personal Loan,Web Platform,Retail,354,51810.83
2025-04-01,2025,4,LATAM,Personal Loan,Web Platform,Retail,236,33319.68
2025-05-01,2025,5,LATAM,Personal Loan,Branch (Assisted),Retail,247,36367.83
2025-06-01,2025,6,LATAM,Personal Loan,Partner/Broker,Retail,260,38050.54
2025-07-01,2025,7,LATAM,Personal Loan,Mobile App,SME,232,35724.09
2025-08-01,2025,8,LATAM,Personal Loan,Partner/Broker,Retail,217,31005.95
2025-09-01,2025,9,LATAM,Personal Loan,Web Platform,SME,249,35031.04
2025-10-01,2025,10,LATAM,Personal Loan,Mobile App,Retail,256,35635.76
2025-11-01,2025,11,LATAM,Personal Loan,Partner/Broker,Mass Affluent,239,33389.63
2025-12-01,2025,12,LATAM,Personal Loan,Mobile App,Retail,268,37506.81
2023-01-01,2023,1,LATAM,Credit Card,Mobile App,Mass Affluent,373,26179.83
2023-02-01,2023,2,LATAM,Credit Card,Partner/Broker,Retail,446,29399.01
2023-03-01,2023,3,LATAM,Credit Card,Mobile App,Mass Affluent,413,26515.02
2023-04-01,2023,4,LATAM,Credit Card,Mobile App,SME,390,26100.81
2023-05-01,2023,5,LATAM,Credit Card,Mobile App,Private/HNW,433,29400.35
2023-06-01,2023,6,LATAM,Credit Card,Mobile App,Retail,458,30806.69
2023-07-01,2023,7,LATAM,Credit Card,Mobile App,Retail,433,27870.54
2023-08-01,2023,8,LATAM,Credit Card,Mobile App,Mass Affluent,389,25356.37
2023-09-01,2023,9,LATAM,Credit Card,Web Platform,Retail,462,28845.78
2023-10-01,2023,10,LATAM,Credit Card,Web Platform,Retail,463,29578.7
2023-11-01,2023,11,LATAM,Credit Card,Mobile App,Retail,632,40783.16
2023-12-01,2023,12,LATAM,Credit Card,Web Platform,SME,666,44069.45
2024-01-01,2024,1,LATAM,Credit Card,Mobile App,Mass Affluent,405,25122.32
2024-02-01,2024,2,LATAM,Credit Card,Partner/Broker,Retail,458,28103.49
2024-03-01,2024,3,LATAM,Credit Card,Mobile App,Mass Affluent,487,32603.96
2024-04-01,2024,4,LATAM,Credit Card,Web Platform,Retail,523,32898.94
2024-05-01,2024,5,LATAM,Credit Card,Web Platform,Retail,488,32222.61
2024-06-01,2024,6,LATAM,Credit Card,Mobile App,Retail,464,29331.04
2024-07-01,2024,7,LATAM,Credit Card,Branch (Assisted),Retail,480,30093.27
2024-08-01,2024,8,LATAM,Credit Card,Web Platform,Retail,452,29080.45
2024-09-01,2024,9,LATAM,Credit Card,Web Platform,Retail,473,29695.38
2024-10-01,2024,10,LATAM,Credit Card,Partner/Broker,Retail,480,31179.51
2024-11-01,2024,11,LATAM,Credit Card,Mobile App,Mass Affluent,738,48934.53
2024-12-01,2024,12,LATAM,Credit Card,Partner/Broker,Retail,785,51420.47
2025-01-01,2025,1,LATAM,Credit Card,Mobile App,Retail,414,28780.46
2025-02-01,2025,2,LATAM,Credit Card,Mobile App,Retail,464,28428.59
2025-03-01,2025,3,LATAM,Credit Card,Partner/Broker,SME,517,34211.89
2025-04-01,2025,4,LATAM,Credit Card,Web Platform,SME,568,35600.94
2025-05-01,2025,5,LATAM,Credit Card,Mobile App,Retail,467,29699.34
2025-06-01,2025,6,LATAM,Credit Card,Mobile App,SME,599,39643.15
2025-07-01,2025,7,LATAM,Credit Card,Branch (Assisted),Mass Affluent,470,29452.22
2025-08-01,2025,8,LATAM,Credit Card,Branch (Assisted),Mass Affluent,528,33124.52
2025-09-01,2025,9,LATAM,Credit Card,Partner/Broker,Retail,476,29101.22
2025-10-01,2025,10,LATAM,Credit Card,Mobile App,Retail,551,35480.97
2025-11-01,2025,11,LATAM,Credit Card,Branch (Assisted),Retail,855,53830.14
2025-12-01,2025,12,LATAM,Credit Card,Web Platform,Mass Affluent,802,49432.1
2023-01-01,2023,1,LATAM,Mortgage,Mobile App,Retail,23,28863.65
2023-02-01,2023,2,LATAM,Mortgage,Branch (Assisted),Mass Affluent,28,36840.49
2023-03-01,2023,3,LATAM,Mortgage,Web Platform,Retail,22,29365.08
2023-04-01,2023,4,LATAM,Mortgage,Mobile App,Mass Affluent,34,42236.77
2023-05-01,2023,5,LATAM,Mortgage,Mobile App,Retail,41,51320.69
2023-06-01,2023,6,LATAM,Mortgage,Mobile App,Retail,39,47573.61
2023-07-01,2023,7,LATAM,Mortgage,Mobile App,Retail,30,39928.34
2023-08-01,2023,8,LATAM,Mortgage,Web Platform,Private/HNW,27,31944.5
2023-09-01,2023,9,LATAM,Mortgage,Web Platform,Mass Affluent,27,33275.31
2023-10-01,2023,10,LATAM,Mortgage,Partner/Broker,Retail,28,36026.57
2023-11-01,2023,11,LATAM,Mortgage,Web Platform,SME,30,36696.85
2023-12-01,2023,12,LATAM,Mortgage,Branch (Assisted),Retail,22,28593.24
2024-01-01,2024,1,LATAM,Mortgage,Web Platform,Retail,25,31592.52
2024-02-01,2024,2,LATAM,Mortgage,Web Platform,Retail,32,40715.93
2024-03-01,2024,3,LATAM,Mortgage,Mobile App,SME,34,43985.14
2024-04-01,2024,4,LATAM,Mortgage,Mobile App,SME,42,53857.93
2024-05-01,2024,5,LATAM,Mortgage,Mobile App,Retail,40,48965.73
2024-06-01,2024,6,LATAM,Mortgage,Partner/Broker,Retail,39,47924.79
2024-07-01,2024,7,LATAM,Mortgage,Mobile App,Mass Affluent,30,36837.42
2024-08-01,2024,8,LATAM,Mortgage,Partner/Broker,Private/HNW,35,44501.59
2024-09-01,2024,9,LATAM,Mortgage,Mobile App,SME,31,37662.95
2024-10-01,2024,10,LATAM,Mortgage,Mobile App,Mass Affluent,33,40301.16
2024-11-01,2024,11,LATAM,Mortgage,Branch (Assisted),Retail,32,39693.14
2024-12-01,2024,12,LATAM,Mortgage,Mobile App,Retail,24,29609.23
2025-01-01,2025,1,LATAM,Mortgage,Branch (Assisted),Private/HNW,23,30123.59
2025-02-01,2025,2,LATAM,Mortgage,Partner/Broker,Retail,33,40990.71
2025-03-01,2025,3,LATAM,Mortgage,Mobile App,SME,33,38337.16
2025-04-01,2025,4,LATAM,Mortgage,Web Platform,Mass Affluent,46,57156.93
2025-05-01,2025,5,LATAM,Mortgage,Web Platform,SME,44,58035.0
2025-06-01,2025,6,LATAM,Mortgage,Mobile App,SME,49,62130.5
2025-07-01,2025,7,LATAM,Mortgage,Mobile App,Mass Affluent,33,43536.22
2025-08-01,2025,8,LATAM,Mortgage,Web Platform,SME,36,44053.77
2025-09-01,2025,9,LATAM,Mortgage,Partner/Broker,Retail,38,45675.95
2025-10-01,2025,10,LATAM,Mortgage,Partner/Broker,Retail,30,35159.5
2025-11-01,2025,11,LATAM,Mortgage,Partner/Broker,Mass Affluent,37,47112.73
2025-12-01,2025,12,LATAM,Mortgage,Mobile App,Retail,32,45693.12
2023-01-01,2023,1,LATAM,SME Business Loan,Partner/Broker,Retail,44,41195.12
2023-02-01,2023,2,LATAM,SME Business Loan,Mobile App,Retail,43,38558.27
2023-03-01,2023,3,LATAM,SME Business Loan,Web Platform,Retail,42,35958.33
2023-04-01,2023,4,LATAM,SME Business Loan,Mobile App,SME,46,42562.33
2023-05-01,2023,5,LATAM,SME Business Loan,Web Platform,Retail,44,37801.02
2023-06-01,2023,6,LATAM,SME Business Loan,Mobile App,Mass Affluent,45,40219.19
2023-07-01,2023,7,LATAM,SME Business Loan,Partner/Broker,Retail,46,40493.35
2023-08-01,2023,8,LATAM,SME Business Loan,Branch (Assisted),Retail,53,49293.37
2023-09-01,2023,9,LATAM,SME Business Loan,Web Platform,SME,49,45376.53
2023-10-01,2023,10,LATAM,SME Business Loan,Web Platform,Retail,48,42267.18
2023-11-01,2023,11,LATAM,SME Business Loan,Mobile App,SME,49,42143.23
2023-12-01,2023,12,LATAM,SME Business Loan,Web Platform,Retail,46,43795.85
2024-01-01,2024,1,LATAM,SME Business Loan,Web Platform,Retail,47,40644.8
2024-02-01,2024,2,LATAM,SME Business Loan,Web Platform,Retail,47,42689.9
2024-03-01,2024,3,LATAM,SME Business Loan,Web Platform,Mass Affluent,43,38093.45
2024-04-01,2024,4,LATAM,SME Business Loan,Partner/Broker,Retail,52,45865.58
2024-05-01,2024,5,LATAM,SME Business Loan,Branch (Assisted),Retail,54,48246.61
2024-06-01,2024,6,LATAM,SME Business Loan,Web Platform,Retail,50,42797.5
2024-07-01,2024,7,LATAM,SME Business Loan,Web Platform,SME,49,44074.49
2024-08-01,2024,8,LATAM,SME Business Loan,Mobile App,Mass Affluent,47,42250.95
2024-09-01,2024,9,LATAM,SME Business Loan,Branch (Assisted),Retail,42,36174.31
2024-10-01,2024,10,LATAM,SME Business Loan,Web Platform,Mass Affluent,50,42004.32
2024-11-01,2024,11,LATAM,SME Business Loan,Web Platform,Private/HNW,50,45419.07
2024-12-01,2024,12,LATAM,SME Business Loan,Mobile App,Mass Affluent,50,43457.21
2025-01-01,2025,1,LATAM,SME Business Loan,Mobile App,Retail,55,45175.37
2025-02-01,2025,2,LATAM,SME Business Loan,Partner/Broker,Retail,51,41816.99
2025-03-01,2025,3,LATAM,SME Business Loan,Mobile App,Retail,55,47866.97
2025-04-01,2025,4,LATAM,SME Business Loan,Partner/Broker,Retail,55,47359.92
2025-05-01,2025,5,LATAM,SME Business Loan,Web Platform,Retail,59,53739.93
2025-06-01,2025,6,LATAM,SME Business Loan,Web Platform,Mass Affluent,61,51645.23
2025-07-01,2025,7,LATAM,SME Business Loan,Branch (Assisted),Mass Affluent,60,52433.23
2025-08-01,2025,8,LATAM,SME Business Loan,Web Platform,Mass Affluent,51,43479.92
2025-09-01,2025,9,LATAM,SME Business Loan,Web Platform,Retail,51,46799.03
2025-10-01,2025,10,LATAM,SME Business Loan,Mobile App,Private/HNW,59,53040.07
2025-11-01,2025,11,LATAM,SME Business Loan,Mobile App,Retail,46,41272.04
2025-12-01,2025,12,LATAM,SME Business Loan,Branch (Assisted),Retail,61,55862.57
2023-01-01,2023,1,LATAM,Robo-Advisory Investment,Branch (Assisted),SME,198,44002.07
2023-02-01,2023,2,LATAM,Robo-Advisory Investment,Branch (Assisted),Retail,231,48980.63
2023-03-01,2023,3,LATAM,Robo-Advisory Investment,Mobile App,SME,138,27427.98
2023-04-01,2023,4,LATAM,Robo-Advisory Investment,Mobile App,Mass Affluent,162,35290.67
2023-05-01,2023,5,LATAM,Robo-Advisory Investment,Mobile App,Retail,138,29718.21
2023-06-01,2023,6,LATAM,Robo-Advisory Investment,Mobile App,Mass Affluent,154,30965.78
2023-07-01,2023,7,LATAM,Robo-Advisory Investment,Branch (Assisted),Mass Affluent,165,35022.53
2023-08-01,2023,8,LATAM,Robo-Advisory Investment,Mobile App,Retail,167,36221.53
2023-09-01,2023,9,LATAM,Robo-Advisory Investment,Web Platform,Retail,124,26026.18
2023-10-01,2023,10,LATAM,Robo-Advisory Investment,Mobile App,SME,121,24727.12
2023-11-01,2023,11,LATAM,Robo-Advisory Investment,Mobile App,SME,145,29829.38
2023-12-01,2023,12,LATAM,Robo-Advisory Investment,Mobile App,Retail,155,32343.97
2024-01-01,2024,1,LATAM,Robo-Advisory Investment,Mobile App,SME,238,51311.67
2024-02-01,2024,2,LATAM,Robo-Advisory Investment,Web Platform,Retail,212,42093.78
2024-03-01,2024,3,LATAM,Robo-Advisory Investment,Mobile App,Retail,150,29846.11
2024-04-01,2024,4,LATAM,Robo-Advisory Investment,Mobile App,Retail,143,30392.25
2024-05-01,2024,5,LATAM,Robo-Advisory Investment,Mobile App,SME,186,36233.35
2024-06-01,2024,6,LATAM,Robo-Advisory Investment,Web Platform,Mass Affluent,170,35700.17
2024-07-01,2024,7,LATAM,Robo-Advisory Investment,Mobile App,Retail,153,33892.79
2024-08-01,2024,8,LATAM,Robo-Advisory Investment,Partner/Broker,SME,162,32931.18
2024-09-01,2024,9,LATAM,Robo-Advisory Investment,Partner/Broker,Mass Affluent,186,39411.8
2024-10-01,2024,10,LATAM,Robo-Advisory Investment,Mobile App,Retail,159,35283.13
2024-11-01,2024,11,LATAM,Robo-Advisory Investment,Branch (Assisted),SME,177,35702.12
2024-12-01,2024,12,LATAM,Robo-Advisory Investment,Mobile App,SME,166,35139.3
2025-01-01,2025,1,LATAM,Robo-Advisory Investment,Branch (Assisted),Retail,204,42500.78
2025-02-01,2025,2,LATAM,Robo-Advisory Investment,Branch (Assisted),Retail,238,53977.14
2025-03-01,2025,3,LATAM,Robo-Advisory Investment,Partner/Broker,Retail,189,40400.79
2025-04-01,2025,4,LATAM,Robo-Advisory Investment,Mobile App,Retail,175,33787.7
2025-05-01,2025,5,LATAM,Robo-Advisory Investment,Branch (Assisted),Retail,181,37231.45
2025-06-01,2025,6,LATAM,Robo-Advisory Investment,Branch (Assisted),Mass Affluent,169,34759.49
2025-07-01,2025,7,LATAM,Robo-Advisory Investment,Web Platform,Retail,167,36637.52
2025-08-01,2025,8,LATAM,Robo-Advisory Investment,Partner/Broker,Retail,194,37276.03
2025-09-01,2025,9,LATAM,Robo-Advisory Investment,Partner/Broker,Retail,171,34937.75
2025-10-01,2025,10,LATAM,Robo-Advisory Investment,Mobile App,Retail,195,39660.96
2025-11-01,2025,11,LATAM,Robo-Advisory Investment,Partner/Broker,Retail,193,36838.98
2025-12-01,2025,12,LATAM,Robo-Advisory Investment,Mobile App,Retail,171,35285.28
2023-01-01,2023,1,LATAM,Fixed Deposit / Savings Plan,Web Platform,Retail,239,23286.15
2023-02-01,2023,2,LATAM,Fixed Deposit / Savings Plan,Web Platform,Retail,242,22979.39
2023-03-01,2023,3,LATAM,Fixed Deposit / Savings Plan,Web Platform,Retail,228,21461.25
2023-04-01,2023,4,LATAM,Fixed Deposit / Savings Plan,Web Platform,Retail,230,23444.96
2023-05-01,2023,5,LATAM,Fixed Deposit / Savings Plan,Mobile App,Mass Affluent,237,22163.88
2023-06-01,2023,6,LATAM,Fixed Deposit / Savings Plan,Mobile App,Retail,261,25829.88
2023-07-01,2023,7,LATAM,Fixed Deposit / Savings Plan,Partner/Broker,SME,249,24511.23
2023-08-01,2023,8,LATAM,Fixed Deposit / Savings Plan,Mobile App,Retail,251,23288.96
2023-09-01,2023,9,LATAM,Fixed Deposit / Savings Plan,Partner/Broker,Mass Affluent,247,23253.24
2023-10-01,2023,10,LATAM,Fixed Deposit / Savings Plan,Partner/Broker,Retail,241,22143.55
2023-11-01,2023,11,LATAM,Fixed Deposit / Savings Plan,Web Platform,SME,256,23660.04
2023-12-01,2023,12,LATAM,Fixed Deposit / Savings Plan,Web Platform,Retail,260,24342.64
2024-01-01,2024,1,LATAM,Fixed Deposit / Savings Plan,Mobile App,Mass Affluent,267,26664.73
2024-02-01,2024,2,LATAM,Fixed Deposit / Savings Plan,Partner/Broker,Retail,311,30394.67
2024-03-01,2024,3,LATAM,Fixed Deposit / Savings Plan,Web Platform,Retail,241,22727.82
2024-04-01,2024,4,LATAM,Fixed Deposit / Savings Plan,Branch (Assisted),SME,308,31687.64
2024-05-01,2024,5,LATAM,Fixed Deposit / Savings Plan,Web Platform,SME,241,22206.59
2024-06-01,2024,6,LATAM,Fixed Deposit / Savings Plan,Web Platform,SME,300,28898.86
2024-07-01,2024,7,LATAM,Fixed Deposit / Savings Plan,Web Platform,Retail,279,29377.17
2024-08-01,2024,8,LATAM,Fixed Deposit / Savings Plan,Partner/Broker,Private/HNW,277,27789.65
2024-09-01,2024,9,LATAM,Fixed Deposit / Savings Plan,Partner/Broker,Retail,282,26317.4
2024-10-01,2024,10,LATAM,Fixed Deposit / Savings Plan,Mobile App,Retail,267,23763.36
2024-11-01,2024,11,LATAM,Fixed Deposit / Savings Plan,Web Platform,Retail,306,28555.58
2024-12-01,2024,12,LATAM,Fixed Deposit / Savings Plan,Mobile App,Retail,307,30243.02
2025-01-01,2025,1,LATAM,Fixed Deposit / Savings Plan,Branch (Assisted),Retail,298,28211.12
2025-02-01,2025,2,LATAM,Fixed Deposit / Savings Plan,Partner/Broker,Retail,295,29169.3
2025-03-01,2025,3,LATAM,Fixed Deposit / Savings Plan,Web Platform,Retail,277,23734.76
2025-04-01,2025,4,LATAM,Fixed Deposit / Savings Plan,Mobile App,SME,301,28361.95
2025-05-01,2025,5,LATAM,Fixed Deposit / Savings Plan,Web Platform,SME,317,30156.28
2025-06-01,2025,6,LATAM,Fixed Deposit / Savings Plan,Mobile App,SME,320,31152.23
2025-07-01,2025,7,LATAM,Fixed Deposit / Savings Plan,Web Platform,Mass Affluent,345,31845.23
2025-08-01,2025,8,LATAM,Fixed Deposit / Savings Plan,Mobile App,Private/HNW,342,34250.16
2025-09-01,2025,9,LATAM,Fixed Deposit / Savings Plan,Partner/Broker,Retail,337,31308.46
2025-10-01,2025,10,LATAM,Fixed Deposit / Savings Plan,Mobile App,Mass Affluent,314,29291.51
2025-11-01,2025,11,LATAM,Fixed Deposit / Savings Plan,Mobile App,Mass Affluent,325,30349.05
2025-12-01,2025,12,LATAM,Fixed Deposit / Savings Plan,Web Platform,Retail,333,30624.59
2023-01-01,2023,1,LATAM,Wealth Management (HNW),Web Platform,Mass Affluent,7,23261.58
2023-02-01,2023,2,LATAM,Wealth Management (HNW),Web Platform,Retail,6,21314.67
2023-03-01,2023,3,LATAM,Wealth Management (HNW),Mobile App,SME,7,22689.65
2023-04-01,2023,4,LATAM,Wealth Management (HNW),Branch (Assisted),Mass Affluent,7,23565.88
2023-05-01,2023,5,LATAM,Wealth Management (HNW),Web Platform,SME,7,23699.79
2023-06-01,2023,6,LATAM,Wealth Management (HNW),Mobile App,Retail,7,24449.06
2023-07-01,2023,7,LATAM,Wealth Management (HNW),Partner/Broker,SME,7,23522.66
2023-08-01,2023,8,LATAM,Wealth Management (HNW),Branch (Assisted),Retail,7,24295.03
2023-09-01,2023,9,LATAM,Wealth Management (HNW),Web Platform,Retail,6,20369.9
2023-10-01,2023,10,LATAM,Wealth Management (HNW),Web Platform,Retail,7,22445.04
2023-11-01,2023,11,LATAM,Wealth Management (HNW),Web Platform,Mass Affluent,7,24840.05
2023-12-01,2023,12,LATAM,Wealth Management (HNW),Mobile App,SME,7,24091.82
2024-01-01,2024,1,LATAM,Wealth Management (HNW),Web Platform,Mass Affluent,7,24801.4
2024-02-01,2024,2,LATAM,Wealth Management (HNW),Mobile App,Retail,7,24618.23
2024-03-01,2024,3,LATAM,Wealth Management (HNW),Mobile App,SME,8,26809.17
2024-04-01,2024,4,LATAM,Wealth Management (HNW),Web Platform,SME,6,20784.33
2024-05-01,2024,5,LATAM,Wealth Management (HNW),Branch (Assisted),Mass Affluent,7,24351.71
2024-06-01,2024,6,LATAM,Wealth Management (HNW),Mobile App,Retail,7,23877.31
2024-07-01,2024,7,LATAM,Wealth Management (HNW),Mobile App,SME,8,28267.98
2024-08-01,2024,8,LATAM,Wealth Management (HNW),Web Platform,SME,8,27160.8
2024-09-01,2024,9,LATAM,Wealth Management (HNW),Web Platform,Mass Affluent,8,27122.95
2024-10-01,2024,10,LATAM,Wealth Management (HNW),Mobile App,Retail,7,23947.58
2024-11-01,2024,11,LATAM,Wealth Management (HNW),Web Platform,Retail,8,28765.36
2024-12-01,2024,12,LATAM,Wealth Management (HNW),Mobile App,SME,8,29185.81
2025-01-01,2025,1,LATAM,Wealth Management (HNW),Mobile App,Mass Affluent,8,30454.42
2025-02-01,2025,2,LATAM,Wealth Management (HNW),Mobile App,Retail,8,25234.19
2025-03-01,2025,3,LATAM,Wealth Management (HNW),Mobile App,Mass Affluent,8,26884.17
2025-04-01,2025,4,LATAM,Wealth Management (HNW),Mobile App,Retail,6,18289.39
2025-05-01,2025,5,LATAM,Wealth Management (HNW),Mobile App,Private/HNW,9,29295.21
2025-06-01,2025,6,LATAM,Wealth Management (HNW),Mobile App,SME,9,30726.7
2025-07-01,2025,7,LATAM,Wealth Management (HNW),Branch (Assisted),Retail,8,27941.54
2025-08-01,2025,8,LATAM,Wealth Management (HNW),Mobile App,Mass Affluent,8,26967.0
2025-09-01,2025,9,LATAM,Wealth Management (HNW),Mobile App,Retail,9,31396.93
2025-10-01,2025,10,LATAM,Wealth Management (HNW),Mobile App,Retail,8,26413.84
2025-11-01,2025,11,LATAM,Wealth Management (HNW),Partner/Broker,SME,9,30818.77
2025-12-01,2025,12,LATAM,Wealth Management (HNW),Branch (Assisted),Retail,7,23841.96
